indi_pt,count
Mitochondrial enzyme deficiency,38
Acquired factor VIII deficiency,38
Blood immunoglobulin M decreased,38
Coronavirus pneumonia,38
Amino acid level increased,38
Bone deformity,38
Neuropathy vitamin B12 deficiency,38
Kabuki make-up syndrome,38
Drug specific antibody present,38
Vein of Galen aneurysmal malformation,38
Pulmonary blastomycosis,38
Encapsulating peritoneal sclerosis,38
Contraceptive cap,38
Appendix disorder,38
PULMONARY ARTERIAL HYPERTENSION,38
Amoebic brain abscess,38
Artery dissection,37
Blood sodium increased,37
Parasitic pneumonia,37
Copper deficiency,37
Angiotensin converting enzyme inhibitor foetopathy,37
Blood sodium,37
Subdural empyema,37
Mucolytic treatment,37
Gut fermentation syndrome,37
Blood albumin abnormal,37
Eagle Barrett syndrome,37
Ototoxicity,37
BRONCHITIS,37
Fractured coccyx,37
Panic attacks,37
Haemorrhagic occlusive retinal vasculitis,37
Vertebral lesion,37
Postoperative ileus,37
Inborn error of metabolism,37
Adverse food reaction,37
Heartburn,37
Breast tenderness,37
ROS1 gene rearrangement,37
Hypotonic urinary bladder,37
Painful erection,37
Injection site urticaria,37
Peripheral nerve operation,37
Bone abscess,37
Adverse event following immunisation,37
Thymus abscess,37
Staphylococcal impetigo,37
Allergic bronchopulmonary mycosis,37
Pancreatic abscess,37
Hemophilia A,37
Tuberculosis of intrathoracic lymph nodes,37
Incorrect route of product administration,37
Radioimmunotherapy,37
Listeria encephalitis,37
Orbital apex syndrome,37
Trimethylaminuria,37
Blood immunoglobulin A,37
Fertility increased,37
Hot flashes,37
Blood thrombin,37
DVT,37
Irregular sleep wake rhythm disorder,37
Haemorrhage urinary tract,37
Retinal scar,37
Bacterial translocation,37
Paracentesis,37
Bunion operation,37
MULTIPLE ALLERGIES,37
Pelvic discomfort,37
CSF pressure,37
Depressive disorder,37
Therapeutic product effect increased,37
Postoperative abscess,37
Pelvic fluid collection,37
Radioisotope therapy,37
Low cardiac output syndrome,37
Loeys-Dietz syndrome,36
Aortic occlusion,36
Fluid balance assessment,36
IgM nephropathy,36
Cardiac valve vegetation,36
Ultrasound thyroid,36
Pyelitis,36
Aquagenic pruritus,36
RUNX1 gene mutation,36
Lymphatic fistula,36
Venom poisoning,36
Immunoadsorption therapy,36
Polydipsia,36
Urticaria aquagenic,36
Mycosis fungoides stage II,36
Duodenal ulcer perforation,36
Nasal discharge discolouration,36
Dialysis hypotension,36
Scleroderma-like reaction,36
Colonic abscess,36
ENDOCARDITIS,36
Therapy responder,36
Borna virus infection,36
Sinonasal obstruction,36
Blood immunoglobulin G increased,36
Congenital poikiloderma,36
Ex-drug abuser,36
Myopic chorioretinal degeneration,36
Cerebral endovascular aneurysm repair,36
Thyroxine therapy,36
Throat clearing,36
Sedation complication,36
Foraminotomy,36
INTENTIONAL OVERDOSE,36
Ligament disorder,36
Acute focal bacterial nephritis,36
Intentional use for unlabeled indication,36
Viral load increased,36
Superior vena cava occlusion,36
Incisional hernia,36
Vitamin A,36
Nasal operation,36
Congenital pulmonary hypertension,36
Diabetes with hyperosmolarity,36
Amnestic disorder,36
Chronic pain,36
Morbihan disease,36
Retinal occlusive vasculitis,36
Chemical burn of skin,36
Isodicentric chromosome 15 syndrome,36
Brain death,36
Viral pericarditis,36
Upper respiratory tract infection bacterial,36
Wound closure,36
Vocal cord polyp,36
Ulcerative gastritis,36
Breast cyst,36
Gastrointestinal sounds abnormal,36
Dental fistula,36
Hyperacusis,36
Microsporum infection,36
ANTIVIRAL PROPHYLAXIS,35
Ligament injury,35
Sternal fracture,35
Low back pain,35
Arrhythmia neonatal,35
Adenine phosphoribosyl transferase deficiency,35
Charles Bonnet syndrome,35
Ocular ischaemic syndrome,35
Blood pressure normal,35
Calculus bladder,35
Acquired perforating dermatosis,35
Bladder obstruction,35
Computerised tomogram liver,35
Ventricular hypertrophy,35
Substance abuser,35
Performance status decreased,35
Sputum culture,35
Sexual transmission of infection,35
Peristalsis visible,35
Tetanus neonatorum,35
Bullous impetigo,35
Activated protein C resistance,35
Pituitary apoplexy,35
Large intestinal haemorrhage,35
Neurological decompensation,35
Idiopathic environmental intolerance,35
Endocrine disorder prophylaxis,35
Mucocutaneous disorder,35
HEADACHE,35
Hypocomplementaemia,35
Superinfection fungal,35
Diffuse alveolar damage,35
HIV test negative,35
Subclavian artery thrombosis,35
Hereditary ATTR amyloid cardiomyopathy,35
Central obesity,35
Perforated ulcer,35
Stenotrophomonas sepsis,35
Oxygen consumption decreased,35
Hair growth rate abnormal,35
Hypervitaminosis,35
Oophoritis,35
Medical device pain,35
Medication overuse headache,35
Acute abdomen,35
Preventive surgery,35
Shingles,35
Premature ageing,35
Stress management,35
Erosive duodenitis,35
Computerised tomogram kidney,35
Exposure to chemical pollution,35
Purine metabolism disorder,35
Hypervigilance,35
Immune-mediated renal disorder,35
Negative symptoms in schizophrenia,35
Myoclonic epilepsy and ragged-red fibres,35
Autoimmune lung disease,35
Prothrombin level abnormal,35
Concentric sclerosis,35
Tissue infiltration,34
Peripheral artery angioplasty,34
Bartonella test positive,34
Cardiac rehabilitation therapy,34
Corneal scar,34
Anti-aquaporin-4 antibody positive,34
Female genital tract fistula,34
Tissue injury,34
Cardiac stress test abnormal,34
Dermoid cyst,34
Psychiatric investigation,34
Vitamin B1,34
Eosinophilic pustular folliculitis,34
Vascular stenosis,34
Skin graft rejection,34
Sexual inhibition,34
Mechanical ileus,34
Central venous catheter removal,34
Osteoma cutis,34
Rett's disorder,34
Giant papillary conjunctivitis,34
Myotonia congenita,34
Blood albumin increased,34
HIV infection CDC category C3,34
Obstetrical procedure,34
Diabetic mononeuropathy,34
Generalised onset non-motor seizure,34
Pseudallescheria infection,34
Umbilical hernia repair,34
Cardiac pacemaker replacement,34
Skin haemorrhage,34
Short stature homeobox gene mutation,34
Burkholderia gladioli infection,34
Erection increased,34
Purging,34
Talipes,34
Bovine tuberculosis,34
Smear cervix abnormal,34
Immune-mediated gastritis,34
Urethral pain,34
Extragonadal primary seminoma (pure) stage II,34
Drug dispensing error,34
Radiculitis brachial,34
Aortic aneurysm rupture,34
Nipple pain,34
Immune-mediated pneumonitis,34
Lupus anticoagulant hypoprothrombinaemia syndrome,34
Infusion related hypersensitivity reaction,34
Prophylactic,34
Marchiafava-Bignami disease,34
Medical device site abscess,34
Chediak-Higashi syndrome,34
Congenital thrombocytopenia,34
AFIB,34
Mitochondrial toxicity,34
OSTEOARTHRITIS,34
Cryptococcal cutaneous infection,34
Urethral repair,34
Nail bed inflammation,34
Acquired complement deficiency disease,34
Vasculitic rash,34
Congenital herpes simplex infection,34
Pancreatic enzymes increased,34
Risk of future pregnancy miscarriage,34
Renal function test abnormal,34
Tonsillar inflammation,34
Eosinophil count abnormal,34
CONVULSION PROPHYLAXIS,34
Barium enema,34
Pulmonary valve disease,33
Varicose ulceration,33
Anal fungal infection,33
Ovarian dysgerminoma stage III,33
Shoulder pain,33
Lymphangiopathy,33
Pancreatic operation,33
Ultrasound Doppler,33
Arrhythmia induced cardiomyopathy,33
Post procedural pulmonary embolism,33
Application site erythema,33
Inhibitory drug interaction,33
Polymorphic light eruption,33
Tooth injury,33
Sleep phase rhythm disturbance,33
Epidermal necrosis,33
Lymphadenitis bacterial,33
Hypocitraturia,33
Tricuspid valve replacement,33
Histamine level increased,33
Chest X-ray abnormal,33
Rheumatoid factor increased,33
Isoimmune haemolytic disease,33
Lipoblastoma,33
Antibiotic level therapeutic,33
Discogram,33
X-ray with contrast upper gastrointestinal tract,33
Prostatic atrophy,33
Granulomatous liver disease,33
Gambling disorder,33
Anal infection,33
Hand deformity,33
Inborn error of lipid metabolism,33
Follicular mucinosis,33
Pneumonia lipoid,33
Bone demineralisation,33
Systolic anterior motion of mitral valve,33
Urethral caruncle,33
Urinary bladder suspension,33
Breast enlargement,33
Cochlea implant,33
Encephalitis fungal,33
Ovarian failure postoperative,33
Anti-GAD antibody,33
Paternal drugs affecting foetus,33
Dental plaque,33
Urogenital infection bacterial,33
Rhinophyma,33
Large intestinal stenosis,33
Mouth injury,33
Delusional perception,33
Epidural haemorrhage,33
Blood count,33
Ovulation pain,33
Bicuspid aortic valve,33
Gastroesophageal reflux disease,33
X-ray gastrointestinal tract,33
Truncus arteriosus persistent,33
ULCERATIVE COLITIS,33
Cooling therapy,33
Ejaculation disorder,33
Extravascular haemolysis,33
Human anaplasmosis,33
Venous ulcer pain,33
Rectal spasm,33
Somatoform disorder,33
Vertebral artery occlusion,33
Arthritic pains,32
Radioembolisation,32
Bradycardia foetal,32
Biopsy liver,32
Hepatitis B e antigen positive,32
Endocarditis fibroplastica,32
Vertebrobasilar stroke,32
Malacoplakia,32
Tracheal disorder,32
Prophylaxis against psychomotor agitation,32
Gastric varices,32
Ductus arteriosus premature closure,32
Urinary tract infection staphylococcal,32
Necrotising fasciitis streptococcal,32
Pyogenic granuloma,32
Vertigo CNS origin,32
Hepatocellular injury,32
SYSTEMIC LUPUS ERYTHEMATOSUS,32
FLUID RETENTION,32
Carbon monoxide poisoning,32
Postinfarction angina,32
Upper aerodigestive tract infection,32
Overchelation,32
Hypervitaminosis D,32
Depilation,32
Autoimmune blistering disease,32
Antidepressant drug clearance,32
Alpha-1 anti-trypsin,32
BLOOD PRESSURE,32
Senile pruritus,32
Serotonin deficiency,32
Scrotal erythema,32
Retinal aneurysm,32
Mycoplasma test positive,32
Arterial repair,32
Leukaemic infiltration,32
pH body fluid abnormal,32
Assisted suicide,32
Post treatment Lyme disease syndrome,32
Double heterozygous sickling disorders,32
Haemolytic transfusion reaction,32
Hamartoma,32
Abdominal adhesions,32
Bundle branch block,32
Cytomegalovirus test,32
Distractibility,32
Acid reflux (oesophageal),32
Spinocerebellar disorder,32
Sleep attacks,32
Thyroid nodule removal,32
Implantation complication,32
Flavobacterium infection,32
Anterior chamber inflammation,32
Nijmegen breakage syndrome,32
Emetophobia,32
Hyperarousal,32
Osteopathic treatment,32
pH urine decreased,32
CHRONIC PULMONARY HEART DISEASE,32
Post-thoracotomy pain syndrome,32
Lissencephaly,32
Nail bed infection,32
Postural tremor,32
Pneumococcal bacteraemia,32
SUICIDE ATTEMPT,32
Bronchial irritation,32
Scrotal ulcer,31
Haemoglobin E-thalassaemia disease,31
Arteriovenous fistula site infection,31
Food intolerance,31
Listeria sepsis,31
Ovarian cyst ruptured,31
Campylobacter bacteraemia,31
Lymphangiectasia intestinal,31
Chlamydia test positive,31
Subcutaneous haematoma,31
Post breast therapy pain syndrome,31
Plasma expander transfusion,31
Anal prolapse,31
Small intestinal perforation,31
Interleukin level increased,31
Mammogram,31
Catheter site cellulitis,31
Actinomycotic pulmonary infection,31
Herpes simplex test positive,31
RENAL TRANSPLANT,31
Sicca syndrome,31
SMOKING CESSATION THERAPY,31
Erythrasma,31
Laser therapy,31
Ileectomy,31
Cryotherapy,31
Peripheral artery aneurysm,31
Endocardial fibroelastosis,31
Neonatal respiratory distress,31
Retinal tear,31
Hereditary spherocytosis,31
Left ventricular dilatation,31
Infantile spitting up,31
Cholelithotomy,31
Band sensation,31
Symphysiolysis,31
"Hallucination, tactile",31
Birth mark,31
Continuous positive airway pressure,31
Oxygen consumption,31
Antiacetylcholine receptor antibody positive,31
Skin discomfort,31
Brachiocephalic vein thrombosis,31
Forearm fracture,31
Polyhydramnios,31
Selective mutism,31
Extracorporeal membrane oxygenation,31
Multiple chemical sensitivity,31
Polydipsia psychogenic,31
Oestradiol increased,31
Limbal stem cell deficiency,31
Female reproductive tract disorder,31
Detrusor sphincter dyssynergia,31
Acquired lipoatrophic diabetes,31
Congenital pulmonary artery anomaly,31
Thyroid function test normal,31
Compulsive sexual behaviour,31
Congenital musculoskeletal disorder of limbs,31
Drug administered to patient of inappropriate age,31
Osmotic demyelination syndrome,31
Diet refusal,31
Auditory disorder,31
Ureteritis,31
Postictal psychosis,31
ACTH stimulation test,31
Encephalitis eastern equine,31
Eye laser surgery,31
Suture insertion,31
Biopsy rectum,31
PSORIASIS,31
Foetal death,31
Infertility tests,31
Sensory neuropathy hereditary,31
Exposure keratitis,31
Renal surgery,31
Adiposis dolorosa,31
CARDIAC FAILURE,31
Post procedural discomfort,31
Viral rash,31
Joint surgery,31
Hepatopulmonary syndrome,31
Scleromalacia,30
Blood follicle stimulating hormone,30
Bile output increased,30
Blast cell count increased,30
SEPSIS,30
Oesophagogastric fundoplasty,30
Arteriovenous fistula operation,30
Anticipatory anxiety,30
Peptic ulcer haemorrhage,30
Spinal cord injury lumbar,30
Drug prescribing error,30
Tachycardia induced cardiomyopathy,30
Organ failure,30
Gram stain positive,30
Tick-borne fever,30
MULTIPLE DRUG OVERDOSE INTENTIONAL,30
Preoperative hormone treatment,30
Bile output abnormal,30
Trousseau's syndrome,30
Carcinoid heart disease,30
Mevalonic aciduria,30
Lymphocyte count increased,30
Delusion of replacement,30
Burn of internal organs,30
Physiotherapy,30
Bladder sphincter atony,30
Nonketotic hyperglycinaemia,30
COLD,30
Levator syndrome,30
Congenital pneumonia,30
Application site pruritus,30
Edema,30
Intestinal infarction,30
Calculus ureteric,30
Tooth impacted,30
Renal artery stent placement,30
Pulmonary vascular resistance abnormality,30
Lip infection,30
Pericarditis infective,30
Abortion incomplete,30
Ocular vascular disorder,30
Coronary artery embolism,30
Hypoplastic right heart syndrome,30
OFF LABEL USE,30
Abasia,30
BLOOD CHOLESTEROL INCREASED,30
Leukodystrophy,30
Exposure to radiation,30
Malignant mesenchymoma,30
ANTIRETROVIRAL THERAPY,30
Hypersomnia-bulimia syndrome,30
Kernicterus,30
Biopsy lung,30
Hypotony of eye,30
Removal of internal fixation,30
Pneumonitis chemical,30
Acute motor axonal neuropathy,30
Erythrodermic atopic dermatitis,30
Hypertrophic osteoarthropathy,30
Streptococcal abscess,30
Glanzmann's disease,30
Hermansky-Pudlak syndrome,30
Cutaneous loxoscelism,30
Action tremor,30
Abscess of salivary gland,30
Familial hypocalciuric hypercalcaemia,30
Carbohydrate intolerance,30
Pneumonia serratia,30
CHOLESTEROL HIGH,30
Lymphocytic oesophagitis,30
Immune-mediated arthritis,30
CHRONIC PAIN,30
Pityriasis alba,30
Korsakoff's syndrome,30
Bronchial haemorrhage,30
Liver function test,30
Monoclonal antibody immunoconjugate therapy,30
Serous retinal detachment,30
Aerococcus urinae infection,30
Postoperative hypertension,30
Intensive care unit acquired weakness,30
Solid organ transplant rejection,30
SLEEP DISORDER,30
Reduced facial expression,30
Rotavirus infection,30
Shrinking lung syndrome,30
Anti factor VIII antibody increased,30
Genitourinary syndrome of menopause,30
Culture positive,30
FSH decreased,30
Intravesical immunotherapy,30
Autoimmune nephritis,30
Ketogenic diet,29
Gastric ulcer prophylaxis,29
Allergy to sting,29
Opiates,29
HIV peripheral neuropathy,29
Ovarian abscess,29
Mental fatigue,29
Pancreatitis relapsing,29
Intention tremor,29
Gastric banding,29
Quality of life decreased,29
ALLERGIC RHINITIS,29
Toxic shock syndrome staphylococcal,29
Necrotising herpetic retinopathy,29
Lateral medullary syndrome,29
Aniridia,29
Dialysis related complication,29
Drug specific antibody,29
Glucocorticoids abnormal,29
Myokymia,29
Hydrothorax,29
Lipomatosis,29
Respiratory rate increased,29
Vocal cord inflammation,29
Early onset familial Alzheimer's disease,29
Aspiration pleural cavity,29
Tooth restoration,29
DIGITAL ULCER,29
Extradural haematoma,29
Venomous sting,29
Polypectomy,29
Staphylococcal mediastinitis,29
Neuromuscular scoliosis,29
Scrotal oedema,29
Cubital tunnel syndrome,29
Pallor,29
Alcaligenes infection,29
Medical counselling,29
Rectocele,29
Pancreatic injury,29
Cold sweat,29
IMMUNODEFICIENCY COMMON VARIABLE,29
Suprapubic pain,29
Milk-alkali syndrome,29
Device dependence,29
JUVENILE IDIOPATHIC ARTHRITIS,29
Computerised tomogram aorta,29
Vitamin B2 deficiency,29
Cryptitis,29
Gene mutation identification test positive,29
Bullous erysipelas,29
Stoma site irritation,29
Shock symptom,29
Rheumatoid meningitis,29
Sacroiliac joint dysfunction,29
Hyperreflexia,29
Decreased interest,29
Corneal defect,29
Refraction disorder,29
HLA-B*1502 assay negative,29
Renal artery thrombosis,29
Prostate examination,29
Radiotherapy to thyroid,29
Stool analysis,29
Hypermetropia,29
Mycosis fungoides refractory,29
Knee pain,29
Photopsia,29
Trigeminal neuritis,29
Meniscus operation,29
Retinal telangiectasia,29
IRVAN syndrome,29
Premenstrual pain,29
Cerebral cyst,28
Oxygen consumption increased,28
Vaginal dryness,28
Asterixis,28
CONSTIPATION,28
Pacemaker syndrome,28
Haemoglobinuria,28
Platelet aggregation increased,28
Keratitis viral,28
Vertebroplasty,28
Middle East respiratory syndrome,28
Astigmatism,28
Gliosis,28
Spinal cord injury thoracic,28
Gastroesophageal reflux,28
